Year,Month,ProductCategory,Sales,Avg_Sales,Sales_Lag1,Event,Federal Holiday
2010,12,MenClothing,988.0,2317.6,669.0,3.0,3.0
2010,12,OtherClothing,1398.0,2317.6,1035.0,3.0,3.0
2011,1,WomenClothing,2193.0,1215.4666666666667,4360.0,0.0,3.0
2011,1,MenClothing,487.0,1215.4666666666667,988.0,0.0,3.0
2011,1,OtherClothing,968.0,1215.4666666666667,1398.0,0.0,3.0
2011,2,WomenClothing,2620.0,1308.4333333333334,2193.0,1.0,1.0
2011,2,MenClothing,497.0,1308.4333333333334,487.0,1.0,1.0
2011,2,OtherClothing,878.0,1308.4333333333334,968.0,1.0,1.0
2011,3,WomenClothing,3266.0,1626.1333333333334,2620.0,1.0,0.0
2011,3,MenClothing,599.0,1626.1333333333334,497.0,1.0,0.0
2011,3,OtherClothing,1064.0,1626.1333333333334,878.0,1.0,0.0
2011,4,WomenClothing,3414.0,1730.2333333333333,3266.0,2.0,0.0
2011,4,MenClothing,690.0,1730.2333333333333,599.0,2.0,0.0
2011,4,OtherClothing,985.0,1730.2333333333333,1064.0,2.0,0.0
2011,5,WomenClothing,3340.0,1736.4666666666667,3414.0,1.0,1.0
2011,5,MenClothing,677.0,1736.4666666666667,690.0,1.0,1.0
2011,5,OtherClothing,1027.0,1736.4666666666667,985.0,1.0,1.0
2011,6,WomenClothing,3232.0,1557.2666666666667,3340.0,1.0,0.0
2011,6,MenClothing,642.5,1557.2666666666667,677.0,1.0,0.0
2011,6,OtherClothing,1094.5,1557.2666666666667,1027.0,1.0,0.0
2011,7,WomenClothing,2896.0,1464.7333333333333,3232.0,0.0,2.0
2011,7,MenClothing,587.0,1464.7333333333333,642.5,0.0,2.0
2011,7,OtherClothing,985.0,1464.7333333333333,1094.5,0.0,2.0
2011,8,WomenClothing,3245.0,1540.5333333333333,2896.0,0.0,0.0
2011,8,MenClothing,549.0,1540.5333333333333,587.0,0.0,0.0
2011,8,OtherClothing,1001.0,1540.5333333333333,985.0,0.0,0.0
2011,9,WomenClothing,3182.0,1541.4333333333334,3245.0,0.0,1.0
2011,9,MenClothing,643.0,1541.4333333333334,549.0,0.0,1.0
2011,9,OtherClothing,930.0,1541.4333333333334,1001.0,0.0,1.0
2011,10,WomenClothing,3119.5,1596.3666666666666,3182.0,1.0,1.0
2011,10,MenClothing,682.0,1596.3666666666666,643.0,1.0,1.0
2011,10,OtherClothing,1020.0,1596.3666666666666,930.0,1.0,1.0
2011,11,WomenClothing,3499.0,1720.7333333333333,3119.5,1.0,2.0
2011,11,MenClothing,707.0,1720.7333333333333,682.0,1.0,2.0
2011,11,OtherClothing,1147.0,1720.7333333333333,1020.0,1.0,2.0
2011,12,WomenClothing,4775.0,2317.6,3499.0,3.0,3.0
2011,12,MenClothing,1081.0,2317.6,707.0,3.0,3.0
2011,12,OtherClothing,1596.0,2317.6,1147.0,3.0,3.0
2012,1,WomenClothing,2287.0,1215.4666666666667,4775.0,0.0,3.0
2012,1,MenClothing,525.0,1215.4666666666667,1081.0,0.0,3.0
2012,1,OtherClothing,1039.0,1215.4666666666667,1596.0,0.0,3.0
2012,2,WomenClothing,2800.0,1308.4333333333334,2287.0,1.0,1.0
2012,2,MenClothing,545.0,1308.4333333333334,525.0,1.0,1.0
2012,2,OtherClothing,873.5,1308.4333333333334,1039.0,1.0,1.0
2012,3,WomenClothing,3566.0,1626.1333333333334,2800.0,1.0,0.0
2012,3,MenClothing,623.0,1626.1333333333334,545.0,1.0,0.0
2012,3,OtherClothing,1229.0,1626.1333333333334,873.5,1.0,0.0
2012,4,WomenClothing,3724.0,1730.2333333333333,3566.0,2.0,0.0
2012,4,MenClothing,711.0,1730.2333333333333,623.0,2.0,0.0
2012,4,OtherClothing,1136.0,1730.2333333333333,1229.0,2.0,0.0
2012,5,WomenClothing,3800.0,1736.4666666666667,3724.0,1.0,1.0
2012,5,MenClothing,725.0,1736.4666666666667,711.0,1.0,1.0
2012,5,OtherClothing,1155.0,1736.4666666666667,1136.0,1.0,1.0
2012,6,WomenClothing,3086.0,1557.2666666666667,3800.0,1.0,0.0
2012,6,MenClothing,703.0,1557.2666666666667,725.0,1.0,0.0
2012,6,OtherClothing,1205.0,1557.2666666666667,1155.0,1.0,0.0
2012,7,WomenClothing,2877.0,1464.7333333333333,3086.0,0.0,2.0
2012,7,MenClothing,613.0,1464.7333333333333,703.0,0.0,2.0
2012,7,OtherClothing,1049.0,1464.7333333333333,1205.0,0.0,2.0
2012,8,WomenClothing,3059.0,1540.5333333333333,2877.0,0.0,0.0
2012,8,MenClothing,551.0,1540.5333333333333,613.0,0.0,0.0
2012,8,OtherClothing,1124.0,1540.5333333333333,1049.0,0.0,0.0
2012,9,WomenClothing,3050.5,1541.4333333333334,3059.0,0.0,1.0
2012,9,MenClothing,687.0,1541.4333333333334,551.0,0.0,1.0
2012,9,OtherClothing,1045.0,1541.4333333333334,1124.0,0.0,1.0
2012,10,WomenClothing,3168.0,1596.3666666666666,3050.5,1.0,1.0
2012,10,MenClothing,710.0,1596.3666666666666,687.0,1.0,1.0
2012,10,OtherClothing,1158.0,1596.3666666666666,1045.0,1.0,1.0
2012,11,WomenClothing,3558.0,1720.7333333333333,3168.0,1.0,2.0
2012,11,MenClothing,731.0,1720.7333333333333,710.0,1.0,2.0
2012,11,OtherClothing,1252.0,1720.7333333333333,1158.0,1.0,2.0
2012,12,WomenClothing,4824.0,2317.6,3558.0,3.0,3.0
2012,12,MenClothing,1080.0,2317.6,731.0,3.0,3.0
2012,12,OtherClothing,1475.0,2317.6,1252.0,3.0,3.0
2013,1,WomenClothing,2320.0,1215.4666666666667,4824.0,0.0,3.0
2013,1,MenClothing,599.0,1215.4666666666667,1080.0,0.0,3.0
2013,1,OtherClothing,1036.0,1215.4666666666667,1475.0,0.0,3.0
2013,2,WomenClothing,2872.0,1308.4333333333334,2320.0,1.0,1.0
2013,2,MenClothing,560.0,1308.4333333333334,599.0,1.0,1.0
2013,2,OtherClothing,1144.0,1308.4333333333334,1036.0,1.0,1.0
2013,3,WomenClothing,3687.0,1626.1333333333334,2872.0,1.0,0.0
2013,3,MenClothing,682.0,1626.1333333333334,560.0,1.0,0.0
2013,3,OtherClothing,1346.0,1626.1333333333334,1144.0,1.0,0.0
2013,4,WomenClothing,3883.0,1730.2333333333333,3687.0,2.0,0.0
2013,4,MenClothing,718.0,1730.2333333333333,682.0,2.0,0.0
2013,4,OtherClothing,1188.0,1730.2333333333333,1346.0,2.0,0.0
2013,5,WomenClothing,4170.0,1736.4666666666667,3883.0,1.0,1.0
2013,5,MenClothing,749.0,1736.4666666666667,718.0,1.0,1.0
2013,5,OtherClothing,1194.0,1736.4666666666667,1188.0,1.0,1.0
2013,6,WomenClothing,3360.0,1557.2666666666667,4170.0,1.0,0.0
2013,6,MenClothing,678.0,1557.2666666666667,749.0,1.0,0.0
2013,6,OtherClothing,1261.0,1557.2666666666667,1194.0,1.0,0.0
2013,7,WomenClothing,3320.0,1464.7333333333333,3360.0,0.0,2.0
2013,7,MenClothing,648.0,1464.7333333333333,678.0,0.0,2.0
2013,7,OtherClothing,1126.0,1464.7333333333333,1261.0,0.0,2.0
2013,8,WomenClothing,3539.0,1540.5333333333333,3320.0,0.0,0.0
2013,8,MenClothing,687.0,1540.5333333333333,648.0,0.0,0.0
2013,8,OtherClothing,1311.0,1540.5333333333333,1126.0,0.0,0.0
2013,9,WomenClothing,3720.0,1541.4333333333334,3539.0,0.0,1.0
2013,9,MenClothing,681.0,1541.4333333333334,687.0,0.0,1.0
2013,9,OtherClothing,1043.0,1541.4333333333334,1311.0,0.0,1.0
2013,10,WomenClothing,3590.0,1596.3666666666666,3720.0,1.0,1.0
2013,10,MenClothing,785.0,1596.3666666666666,681.0,1.0,1.0
2013,10,OtherClothing,975.0,1596.3666666666666,1043.0,1.0,1.0
2013,11,WomenClothing,3834.0,1720.7333333333333,3590.0,1.0,2.0
2013,11,MenClothing,798.0,1720.7333333333333,785.0,1.0,2.0
2013,11,OtherClothing,1209.0,1720.7333333333333,975.0,1.0,2.0
2013,12,WomenClothing,4865.0,2317.6,3834.0,3.0,3.0
2013,12,MenClothing,1085.0,2317.6,798.0,3.0,3.0
2013,12,OtherClothing,1566.0,2317.6,1209.0,3.0,3.0
